,GSM2648567,GSM2648570,GSM2648571,GSM2648572,GSM2648574,GSM2648577,GSM2648578,GSM2648579,GSM2648581,GSM2648582,GSM2648584,GSM2648586,GSM2648588,GSM2648589
CCDC6,1427.1502487541868,1415.9608919395687,1400.336082436358,1405.077968895671,1415.9226653683927,1447.6327354329703,1441.3353257829174,1439.8109527176543,1454.3395335532962,1435.0206022999485,1397.3642467690158,1422.1282342814313,1420.7480197307284,1418.2868207765496
JMJD1C,1403.1195360051254,1379.0854271819337,1343.6888124449436,1330.1644185441544,1358.936884418776,1405.6337063293984,1400.2166968800323,1371.083952952858,1384.683851053245,1393.8650545888624,1357.6525702922252,1353.1831329777353,1366.694533226569,1390.5925169757188
PSAP,1670.9273371618578,1666.697349214705,1666.7113850668243,1673.978029264991,1679.241421696707,1668.9044748003578,1674.150304432132,1677.6237338831293,1670.9927347395712,1675.0966767291486,1682.3255183720296,1670.2701388958667,1675.4087193633718,1676.1695890346655
ANXA11,1597.6223571249438,1599.092330492374,1558.8815845919896,1582.23736440166,1603.8655752703673,1613.2672686634132,1612.6163233566772,1596.1518965818893,1629.6979086865329,1622.237353890917,1587.13388922317,1626.9724778678753,1611.3751216466826,1618.5482538825934
EIF5AL1,1516.5921915866636,1512.9729095305875,1560.801650363904,1537.3206657406029,1516.2847528007337,1518.6905743898224,1519.7613357698256,1530.8809391601658,1527.4023393898015,1514.472593681736,1576.626749767334,1497.0533870225704,1516.133541655953,1519.6583975551978
GLUD1,1511.5421102362052,1532.4265175628602,1494.4958345720747,1523.4107662589654,1528.3593777789217,1544.7704293998586,1546.3622899341249,1541.0446472810806,1546.9076770328156,1541.8878002674442,1520.3557004359614,1536.2150290186908,1543.9965875474475,1514.7086375813103
LIPA,1703.3081572836043,1702.92248926157,1688.8584212943308,1690.2692728462234,1702.454888217274,1704.6833478488495,1709.848855878333,1709.3631763792548,1715.6005345454769,1709.1904011496479,1686.7804244291199,1689.0883384445287,1679.096374637572,1692.854849576825
SRP9,1533.01146557848,1539.9456403240147,1544.4366769698283,1541.1160185345489,1540.5767028704886,1545.341361598151,1553.4130301704506,1534.422837444727,1556.7074206461161,1558.4490512952618,1537.122822152378,1514.141603859895,1554.3453271998408,1552.1506030222597
TM9SF3,1491.5103492865028,1494.5529755122752,1482.1144851816507,1477.229406721081,1491.3712339678968,1515.1406873482865,1514.9716902831788,1511.9163156403686,1517.7349509882097,1513.2135512059367,1511.7802126491047,1477.0040004132582,1497.482779572126,1482.1466593782977
LDB1,1387.4403010714493,1399.7219416354803,1397.4402679376485,1416.3777069793061,1430.1405362802093,1381.1095732663834,1387.8645968956662,1363.8338956716475,1386.323964089055,1373.8117680918729,1311.622851939162,1409.1842810321875,1417.0850402167275,1393.6625173575328
NT5C2,1347.0073078200546,1349.8075348821415,1338.074977438219,1329.987804473707,1313.3205977909506,1378.0773496295194,1385.9733009855545,1378.6638060727998,1396.1987544718806,1389.5736703755758,1451.363816822978,1352.2858504435785,1364.3791243945525,1381.4864908877705
EIF3A,1535.0123119208602,1520.0279058139502,1539.0153951782377,1509.320005200143,1508.9727441065559,1539.5391606930168,1536.2289829871622,1533.6801154112195,1536.9237277124985,1541.4608443682835,1541.191122711617,1514.0495396488868,1540.8984087668925,1532.2352752334589
PRDX3,1524.8724063816353,1530.2961907208437,1519.9390975909391,1520.7841628994006,1519.87283738232,1519.2874580516734,1529.2969604594798,1522.3525823056896,1545.443582783711,1531.7772663231078,1517.0289670060529,1512.8032375685189,1517.4276481908396,1520.2329965571416
RPL21,1486.1327321306821,1488.3714679983254,1489.2713424396695,1487.6097651206956,1494.2252362354686,1481.1388066203172,1480.3511502143142,1482.054801515203,1481.8312119605332,1476.484431267297,1480.4032554106866,1476.6261249203135,1455.8177584759294,1448.785714944011
TALDO1,1499.60692475964,1503.1824421480283,1503.093082807743,1540.3569479757593,1529.642306682854,1522.4357803413002,1522.5368739236255,1529.2960112244427,1518.4676803561213,1516.9647611825862,1538.5784400054977,1534.7667353111851,1533.8507374789137,1506.0185117233407
RPLP2,1752.8592539969093,1754.0736082490953,1750.140634397507,1758.1403200116024,1747.7484530502277,1742.6626318338224,1748.036385491954,1739.1483741119864,1732.155851902783,1743.6456058042606,1743.8632077239524,1754.668286721962,1747.4948401583702,1727.4826480011118
CD81,1753.0058913658372,1754.0517025746271,1751.6507217127848,1754.8738503145746,1761.422965838026,1747.4636525921903,1749.2453957202072,1747.4832143999345,1744.4335033971406,1747.1349131207219,1745.695800332984,1764.984974725712,1758.4782951981074,1747.5799321405282
RRM1,1391.2693179759763,1375.1396675683777,1371.4599331405905,1370.0923520345411,1380.9172298634453,1332.5658582265964,1341.6095849226137,1327.3290395851204,1344.2874030557618,1370.0209999009244,1369.1006332355362,1382.9267435969641,1382.7391237707002,1385.8233452595848
ILK,1470.010844204822,1449.2657317589133,1469.565044624006,1465.4405202809696,1456.22858681547,1411.8675210495096,1405.6463263362625,1424.4781718020724,1411.5860711980276,1407.3298522905009,1405.1197456707507,1417.555253770446,1441.6620973750405,1434.8667381683526
SNORA3,1665.4332323765152,1645.6501033648822,1646.5267790517514,1669.039960142471,1644.967324272825,1634.237417085383,1651.6430643589838,1661.4705517488837,1642.1911490824364,1645.8331466822187,1590.8362215887137,1586.9204238011062,1569.2193270976372,1520.654369158567
IPO7,1498.5900562760464,1520.0183220813703,1523.285888391949,1502.4130111805473,1496.8528392846993,1499.9071782393028,1517.969653569265,1503.1358421323162,1510.1006477973972,1500.6572283568253,1510.221408275206,1483.9156867023983,1492.085642466354,1512.5990383884591
SNORA23,1481.9049164003798,1463.0279717434585,1474.8769988271604,1500.2796666678494,1497.2795675083605,1459.014501003235,1471.7311529097137,1502.3086269500427,1478.8102383654555,1494.660748699607,1434.0394878943557,1432.670273488247,1417.7101594751048,1417.758736931906
SWAP70,1445.6937089314063,1448.4155177686225,1457.5827409313754,1444.8305214627273,1442.017576486027,1408.6153929056477,1405.498952628981,1398.6818683667282,1391.2306583292982,1393.473564674936,1405.924600532825,1409.7641481522705,1418.6286461047384,1408.0097071989255
AMPD3,1282.3152860657356,1324.9567793923402,1465.118144964355,1435.9957074499614,1343.6823795102523,1317.7183429913864,1256.084801787377,1416.2687084445513,1267.9284066530286,1286.2633015041213,1498.9479369250528,1309.136728836632,1367.2947025496342,1304.3521840575443
LDHA,1644.0406218254548,1639.346745536704,1648.314285122687,1652.1376236565093,1657.8967778148099,1626.5844670685592,1631.1444733332269,1617.3174303477685,1625.6917756805947,1622.698411698956,1652.0602239174689,1618.1343136110668,1633.8588518147712,1635.1801588031437
RPS25,1533.1814004733126,1530.4714361165877,1532.8178875087485,1524.4055049334795,1524.0481878151186,1523.2730565076956,1527.213259987084,1525.5687731296853,1516.970838425769,1527.5922800655223,1514.0076656776496,1528.0996375229333,1515.1752996348876,1499.8361000809973
RCN1,1241.0744168425376,1250.1587586374978,1341.5819331562884,1271.6761137606024,1239.3312750623902,1333.990730162622,1311.2926300206402,1373.425230849309,1322.2220154312279,1315.5086893355278,1404.3465346750481,1287.3658788907328,1288.9180450420993,1281.981540009723
EIF3M,1528.912471462002,1520.3482763030452,1567.250611486797,1542.9314851237104,1526.2422020583144,1557.8540646329757,1555.0327763791827,1572.053632878197,1551.0884643387403,1556.9990381297428,1577.19771518231,1538.4987710887804,1544.5805805388266,1530.889071857476
HIPK3,1402.6412515027348,1392.1562693160815,1369.3868087448648,1377.8404894043906,1386.9764962161362,1414.211347968815,1405.2001115003268,1403.450280101118,1399.1583261646192,1398.7975546890677,1389.9857226231932,1371.5105066133792,1384.491102744837,1384.4060010547898
CAPRIN1,1631.8107911683333,1628.873094931673,1622.2054904092156,1623.3367876533546,1633.0422599903893,1633.9246336561748,1639.5597849332696,1630.2230774254117,1636.34159451961,1636.1836705459216,1629.2161040373194,1618.3225643111884,1625.1949182337505,1617.6849872868158
CAT,1440.7162610440616,1437.5270284533528,1383.1661846724191,1407.9347597171065,1430.0856516212177,1426.5109758291576,1444.383778209461,1408.807418291426,1432.432699285469,1431.5940424958237,1347.6949334550432,1429.246034475814,1420.5300505156363,1423.0600967712687
API5,1393.3523908803716,1410.2284507522136,1433.7602594110806,1393.0095691090019,1380.4767804750363,1422.8067458727726,1395.6249142411248,1409.9562525560993,1411.646108613648,1423.6141958182243,1407.5370618975287,1392.8751747566803,1408.8159187988924,1419.7930910173595
CD82,1348.2675669272141,1360.345396495457,1454.7087919503529,1417.7629422409234,1353.3426283393926,1411.1818560649574,1394.7611405678917,1452.5448879123217,1405.0610957094727,1417.7432111856795,1534.1235339484074,1397.0524165696,1416.3447674107542,1392.6063496682455
MADD,1375.5023747094835,1366.2174863575458,1367.0936625774111,1378.9558024636947,1383.7739763639668,1347.4207491409231,1341.869945138811,1336.522166729404,1327.1858816649824,1345.120877298833,1368.1199485420545,1363.0814097538423,1367.330482401923,1355.9848295165002
PTPRJ,1511.9450203900815,1522.9892791810983,1561.263559425048,1525.0933269921657,1501.2518447028892,1539.9216033138825,1528.8985056212746,1565.3582322348536,1526.8770120031236,1531.0352087859087,1582.699620470236,1534.335270202877,1541.4481298691062,1544.5207491321628
ZDHHC5,1375.331069371951,1374.023847275162,1382.2273340067215,1378.4748750879996,1371.2359876522403,1376.5557743450752,1378.0847139319064,1385.9397564157289,1389.5236854442749,1390.2966308438029,1389.1519755353004,1380.1922991207437,1388.795652024015,1394.7952982470792
TMX2,1381.6446988920493,1341.5560780414273,1398.3941511467563,1409.9379387007705,1397.0382263258014,1384.2032608958866,1396.409542775262,1385.5895186861667,1395.5792775016162,1398.415613309627,1404.918875910301,1418.6902543419826,1398.064141729914,1382.6247441487642
MS4A7,1409.25500797419,1409.1920385289445,1473.626564534419,1455.258835583565,1420.3477409996037,1410.8158038421288,1388.2685100193262,1416.6489276139982,1366.8759348882238,1366.767677793903,1458.3199641437463,1317.3718038067004,1359.1921425131432,1325.1592347736473
TMEM109,1540.887399776875,1545.3125305686842,1545.7636405744754,1544.9168519823486,1561.1707990406735,1524.6880942048986,1528.1220645153194,1522.9467599324955,1519.6820735357142,1534.9896661394748,1506.018277328816,1521.6139199712952,1531.5380703980304,1532.3898697268392
TMEM138,1467.5837901826615,1500.4675076186456,1539.0030958245388,1527.0965059758296,1495.3050919011316,1456.8004314017232,1445.7060478609028,1503.255767891855,1445.7023326242806,1467.9344006732472,1551.2758853423984,1499.8166874455246,1502.4398656210137,1513.3925322482867
FADS2,1345.5203774902725,1344.0164960155846,1328.7496074635644,1342.0526418353709,1352.0852208018916,1317.2024552131686,1329.392441046119,1331.724863789307,1329.8995728510213,1326.1765848785765,1331.0062334944184,1391.8555979720795,1380.2441302394566,1382.9024669997036
OTUB1,1522.8304467582477,1533.5231703909164,1525.7402927523462,1539.8883520712363,1548.0684588228644,1526.9759205975774,1528.2134907966888,1528.5710054963215,1533.4811277213598,1531.2275435519844,1516.3727007338998,1548.312541163738,1538.6734777222728,1529.7043034391827
STIP1,1492.3983961562715,1498.4234343698467,1493.1975694593923,1508.762348670491,1509.5078695317254,1531.20464329115,1538.6019725886663,1535.6984114325492,1534.339389867387,1539.7284673972492,1521.0628720583654,1538.3709804675298,1543.696365798358,1533.6731408311803
FERMT3,1535.4577057984445,1538.8503566006125,1569.1337791976143,1575.7290879499478,1561.4630598498047,1581.4576036729065,1569.2256831332036,1590.9337632492286,1576.15272087351,1571.2222622848415,1549.3552402356356,1584.1887275102893,1588.6679387612353,1564.2636972203804
ARL2,1421.4711342043088,1420.5049502870324,1423.1541167378928,1437.0438824995529,1432.1328494016104,1393.7165210899218,1406.018854318557,1405.3459247774647,1403.891730591595,1401.1860523869268,1393.8710390855842,1416.8049991553623,1419.8377583544948,1404.6619839661719
DPF2,1474.9924034202677,1468.572845593181,1461.4324386391925,1476.3346899794035,1478.8849740472706,1451.328770190337,1453.5741663440954,1441.1628430979101,1456.4121888789164,1455.6126989572203,1416.124932066879,1464.0339394026837,1453.6901595965398,1444.313419378882
RAB1B,1600.7551891377386,1595.5477185425145,1599.7236384421226,1600.0193458312003,1606.781322779305,1585.287493347576,1593.6487814010109,1593.5366973483096,1592.536112904267,1585.0826421294719,1579.229801731514,1630.185106604259,1594.4612589057597,1591.159034789937
RBM14,1351.818521007858,1358.4324834725355,1355.201280826269,1389.7088453253862,1383.3623414215283,1342.2484858670148,1333.41997342613,1333.1729673357381,1349.6222732283156,1348.6847995919206,1334.04143060762,1401.9414384019576,1382.861131696129,1371.8304914693906
RBM4,1350.0169370340961,1344.3035972615812,1360.274900886632,1355.1741492601002,1345.8654168216497,1356.268286001351,1346.1770781912476,1357.721770313334,1354.8687246615013,1359.264848617698,1375.4998485081542,1399.5216611544079,1382.8899200830283,1383.5126364160535
GSTP1,1612.5615530004793,1612.4205643015214,1625.0548406828398,1633.0827603693604,1634.8356162229452,1607.5483856149674,1615.2322066609227,1612.6921118491919,1613.6119747604403,1607.666290265256,1581.9332885759188,1620.0113242414773,1609.8973177858693,1598.735533058425
TCIRG1,1537.9491706275173,1549.4937761827712,1538.851403795583,1561.3916974676924,1566.552239854816,1516.0230371092837,1516.6501130605504,1505.7006180351802,1511.9877329292815,1508.012328063768,1508.1796909840627,1556.484270460262,1558.7965601646467,1555.710380648588
INPPL1,1377.7773095919154,1387.9161522018617,1368.6078496772554,1402.3129790262913,1405.144690458885,1375.7253275111952,1383.713570807239,1370.2008632689813,1375.8801827445548,1374.7407040897267,1337.6815758966407,1414.7205005270073,1403.2830650120254,1378.7503051642284
SLCO2B1,1478.3445062651037,1479.084831128531,1349.3901095224169,1445.093592847723,1498.0054171235263,1389.4085781391698,1410.1507764078924,1332.3562456574243,1413.0051373854171,1413.1217204944473,1252.978375047849,1439.4486727853298,1428.9252924856,1444.5309461439033
RPS3,1717.3497131904694,1723.7849059830687,1722.9112319025626,1715.6625123156082,1726.2172013277586,1710.650818600858,1701.9070505415002,1710.8009227009986,1715.068384725206,1698.6951976731607,1697.7360812952743,1721.3520350785254,1702.3039271048347,1695.287318685054
RN28S1,1833.8784559935877,1835.7105805728593,1838.61535193453,1838.8566496474652,1829.20689180933,1836.434830737092,1842.8249707011926,1830.8370684503006,1825.6300145634818,1831.824957706267,1845.1703580043022,1839.2505629700738,1833.8723387353532,1834.3908965913472
RPS28,1790.4258292964396,1791.848574764574,1791.1494128200056,1807.3716634192783,1819.532098545557,1767.2864731515626,1774.4954242344268,1778.1038040712717,1775.8972026423498,1770.9830600377254,1779.5437307889847,1800.6234430348827,1790.5033193098516,1765.8480761237568
PANX1,1243.5170939114814,1257.8780444991037,1316.977349400217,1311.646385302012,1279.2324221494027,1323.5859689020187,1316.3085214393911,1369.0874616150809,1327.1066049866295,1312.6187571695173,1508.9074999106228,1321.3529625910992,1346.7367783775294,1325.4987954219391
IL10RA,1518.6231876684492,1519.348829905441,1565.2048189881807,1538.5949177616749,1508.429385982537,1524.3302371810887,1519.4270157857145,1541.651090042385,1504.008214598652,1510.1839376211592,1659.5859608329358,1512.129932144726,1534.0865280763717,1506.1676338452737
ATP5L,1520.909086092483,1528.9339315898624,1520.079856861051,1531.9277023481948,1524.152468667203,1522.6488555157825,1518.4486181179295,1526.498197766111,1532.4209215409735,1529.862103120484,1500.0967468563902,1532.9364438326295,1515.907347187461,1510.0940603585566
