,GSM2648567,GSM2648568,GSM2648569,GSM2648570,GSM2648571,GSM2648572,GSM2648573,GSM2648574,GSM2648575,GSM2648576,GSM2648577,GSM2648578,GSM2648579,GSM2648580,GSM2648581,GSM2648582,GSM2648583,GSM2648584,GSM2648585,GSM2648586,GSM2648587,GSM2648588,GSM2648589,GSM2648590
GLUL,10.7179,10.83926,10.74818,10.69101,10.40127,10.57446,10.75117,10.73274,10.49306,10.3275,10.2844,10.343,10.12827,10.26056,10.43815,10.4155,10.73837,10.66052,10.52727,10.4535,10.27668,10.42967,10.64114,10.51778
RGS16,8.838488,9.278915,9.451994,9.153532,9.363746,9.52091,9.220184,9.357263,9.717285,10.95748,9.914112,9.966303,10.00864,10.08228,9.949248,9.988297,9.652042,10.02621,10.01493,9.988455,10.15667,9.885914,9.955464,9.903047
NCF2,10.05483,9.871129,9.94945,10.00742,9.646645,9.832911,9.962713,9.990412,10.08532,11.26275,10.00283,10.00046,9.677684,9.961491,10.25621,10.214,10.11129,10.25072,9.700814,9.723572,9.343429,9.517839,9.950006,9.962081
ARPC5,11.36026,11.17118,11.33868,11.41052,11.2919,11.20266,11.20542,11.30849,11.20351,11.30564,11.15843,11.25353,11.16269,11.31117,11.22791,11.25762,11.34539,11.28434,11.16876,11.25185,11.18572,11.17054,11.19027,11.26764
ZNF281,9.912328,9.721039,9.913599,9.806477,9.83534,9.815972,9.922134,9.852123,9.981791,9.325975,10.07038,10.13671,10.03263,10.02046,10.20796,10.17608,9.819981,9.234978,9.890658,9.923532,9.840119,9.871047,10.11393,9.787327
CSRP1,10.81954,10.86103,10.81469,10.85086,10.8107,10.84028,10.93115,10.96341,10.81685,10.06749,10.97103,11.00367,10.91655,10.914,10.95687,10.93118,10.85436,10.46149,10.76714,10.72275,10.76755,10.81005,10.87064,10.81057
ARL8A,11.64596,11.40376,11.56978,11.46149,11.44648,11.30074,11.47037,11.29132,11.63146,11.29949,11.52179,11.49974,11.54799,11.59267,11.45544,11.55753,11.43796,11.25579,11.52049,11.57465,11.5055,11.36539,11.4984,11.39818
RPS27,11.7573,12.03018,11.87681,11.92208,11.90681,12.01618,12.0314,12.00402,11.72194,11.63982,11.89754,11.99332,11.98357,11.78562,11.97167,11.84861,11.92661,11.77002,11.75776,12.06633,11.75156,11.89664,11.86723,11.79439
ADIPOR1,11.81278,11.74412,11.72561,11.78131,11.81339,11.71245,11.83173,11.68824,11.59339,11.48789,11.70142,11.72351,11.73367,11.55376,11.6519,11.63952,11.66051,11.55104,11.6635,11.59678,11.68341,11.71977,11.73488,11.63232
NUCKS1,11.58861,11.42703,11.4656,11.50524,11.41717,11.35597,11.42633,11.3889,11.2157,11.08091,11.41528,11.41322,11.35853,11.45221,11.56181,11.49391,11.39048,11.33742,11.34135,11.32959,11.3783,11.38241,11.507,11.70835
FAIM3,9.67458,9.644655,9.633732,9.567158,9.295429,9.500588,9.755831,9.885992,10.12759,9.956713,10.10872,10.23146,10.02285,9.982169,10.10407,10.086,10.40067,9.966334,10.264,10.49028,10.10898,10.24605,10.33475,10.14176
EPRS,10.51809,10.58466,10.52115,10.638,10.59532,10.53001,10.52482,10.58617,10.92915,10.63895,11.02309,11.02417,10.88767,11.02079,11.00601,11.03757,10.92616,10.67488,10.86659,10.69973,10.83426,10.8463,10.92828,10.94527
DUSP10,9.915176,10.24424,10.04429,9.955997,10.65096,10.19442,10.02225,10.00883,9.506206,9.758433,9.787961,9.790206,9.944212,9.829558,9.758013,9.687237,9.566254,10.06125,9.989443,9.804585,10.17529,9.847331,9.929123,9.801955
WDR26,10.57486,10.24872,10.51926,10.47136,10.49318,10.33546,10.55681,10.48472,10.53916,10.24519,10.56551,10.53453,10.57889,10.56738,10.66701,10.58365,10.37036,10.21075,10.4881,10.46992,10.37856,10.38364,10.56623,10.50486
LBR,10.27947,10.0743,10.29356,10.28888,9.881794,9.945045,10.12816,10.15133,10.36131,9.676522,10.26992,10.27174,10.13343,10.17645,10.39738,10.37348,10.32008,9.759905,10.12553,10.03851,9.946499,10.10207,10.27954,10.23456
TMEM63A,11.03233,10.9029,10.99827,11.01843,11.00895,10.95655,11.04523,11.03221,10.8173,10.67894,10.73566,10.75007,10.69677,10.67158,10.72618,10.75376,10.78889,10.65473,10.816,10.71959,10.71025,10.74018,10.7186,10.6533
PYCR2,9.844876,10.29668,10.05225,10.10615,9.991774,10.30127,10.01885,10.18999,10.19007,9.843842,10.16646,10.13309,10.16592,10.09085,10.21323,10.22019,10.33985,9.920475,10.21179,10.33401,10.16037,10.31917,10.29575,10.16492
ACBD3,10.67681,10.38871,10.50071,10.57834,10.46919,10.55791,10.54801,10.62225,10.65518,10.24345,10.5744,10.60712,10.51483,10.66614,10.60247,10.57953,10.52196,10.16652,10.50152,10.2939,10.49123,10.49092,10.50582,10.53393
PGBD5,10.56518,10.28142,10.52041,10.43517,9.960011,10.23016,10.45171,10.32733,10.46633,8.451043,10.37956,10.29272,10.07743,10.13142,10.2835,10.44018,10.57051,9.110702,10.33513,10.38945,10.05644,10.38406,10.50858,10.43126
IRF2BP2,10.28846,10.22609,10.14121,10.29429,10.16514,10.22078,10.48982,10.3104,10.02407,9.565402,10.0545,10.13454,10.01286,9.992605,10.13073,9.996932,10.27694,9.801155,10.19418,10.18008,10.04323,10.03616,10.26268,10.1302
LYST,10.36192,10.09128,10.37387,10.27319,10.40167,10.31139,10.23619,10.2668,10.53912,10.09118,10.64743,10.57419,10.7087,10.67161,10.52769,10.41618,10.11282,9.824183,10.38914,10.0826,10.3941,10.34636,10.21749,10.29126
NID1,9.833975,10.20634,9.926369,9.901581,10.42362,10.11446,9.777497,9.798604,9.673124,9.921765,9.960389,9.863864,10.30549,10.05075,9.626115,9.656396,9.135867,9.580316,9.544126,9.461299,10.00879,9.628733,9.421418,9.25153
CEP170,10.81405,10.46656,10.81539,10.81761,10.54745,10.47429,10.8211,10.59646,10.56144,10.56073,10.759,10.87605,10.65766,10.917,10.85208,10.95771,10.49698,10.56504,10.92633,10.54355,10.73116,10.6437,10.84183,11.01661
TFB2M,9.982213,10.07605,9.921674,9.955163,10.3383,10.04208,10.01444,9.854372,10.39304,10.12212,10.3655,10.34172,10.48632,10.41687,10.34625,10.43525,10.15314,10.37356,10.24826,10.08976,10.52009,10.21161,10.36303,10.19761
ATP5C1,10.64557,10.77699,10.82191,10.70856,10.76592,10.66856,10.72676,10.75234,10.92704,10.80817,11.00943,11.03621,11.03244,10.92147,11.0508,11.05872,10.79397,10.66378,10.92086,10.75283,10.79882,10.8165,10.82277,10.80835
VIM,12.11227,12.25015,12.12274,12.15425,12.33078,12.23577,12.21184,12.16354,12.04986,12.76588,12.21437,12.13792,12.36998,12.11827,12.19536,12.1824,12.05095,12.64119,12.08106,12.09912,12.33775,12.16028,12.1296,12.03287
PLXDC2,11.94403,11.65571,11.93426,11.84768,11.50533,11.73145,11.91996,11.83411,12.06486,10.97937,12.13349,12.19001,11.92228,12.06714,12.14343,12.1014,12.043,11.12041,12.13917,12.02385,11.86417,12.07574,12.156,12.08924
A4,10.41422,10.06961,10.29883,10.24494,9.674096,9.994417,10.39158,10.33719,10.57992,9.515704,10.55048,10.65205,10.32069,10.52719,10.72563,10.71039,10.71609,9.771673,10.4587,10.58687,10.16806,10.50584,10.69482,10.65011
WAC,10.95799,10.72831,10.8505,10.97077,10.9052,10.93999,10.88386,10.93985,11.02618,11.1446,11.12025,11.063,11.04672,11.16915,11.10806,11.0731,10.88433,10.84742,10.9542,10.95488,10.99472,10.92616,10.9902,11.02254
CKS1B,11.0652,11.19204,11.10773,11.18868,11.10151,11.10127,11.16345,11.24601,10.95995,10.77428,10.85237,10.92351,10.88327,10.92777,11.02093,10.99327,11.09482,11.02728,10.97267,11.278,11.04806,11.07462,11.18829,11.29778
CCNY,9.778486,9.86086,9.799769,9.86403,9.763036,9.727207,9.883897,9.921656,10.10432,9.841923,10.02171,10.03645,9.980438,9.92157,10.1068,10.07123,9.925695,9.708218,9.917788,9.897951,9.902458,9.904071,9.886402,9.947621
ALOX5,10.22536,10.21366,10.23967,10.24315,9.942337,10.20156,10.34015,10.20079,9.611823,8.454,9.554427,9.627739,9.384177,9.485911,9.620023,9.677992,10.06594,8.89226,9.920106,9.996235,9.469294,9.830832,10.10469,9.977159
RHEB,9.989273,10.03569,9.895891,9.968724,9.980806,9.91518,9.96474,9.990341,10.10147,10.24435,10.18452,10.23132,10.17135,10.20464,10.20384,10.21216,10.09781,10.20082,10.095,10.08915,10.09309,10.09481,10.03362,10.20795
NCOA4,10.00466,10.15553,10.02697,10.00003,10.24786,10.12517,10.04115,10.12679,10.13469,10.46019,10.18143,10.29015,10.35991,10.27242,10.26106,10.27192,10.00035,10.48385,10.05391,10.0156,10.15472,9.972199,9.868261,10.11106
FAM21A,9.979416,10.04864,9.982924,10.03458,9.911518,10.01648,9.999763,10.09746,10.02093,9.87886,10.09838,10.06095,10.06782,10.09745,10.10439,10.00294,9.951698,9.776401,9.895002,9.889081,9.950048,9.989819,9.860706,9.915506
REEP3,9.906706,9.609071,9.740056,9.962425,9.592604,9.664993,9.829781,9.802649,10.34273,9.760497,10.29964,10.39245,10.14155,10.35779,10.3875,10.32674,10.02773,9.566087,10.08596,10.03811,9.848366,9.997974,10.10542,10.1171
CCAR1,10.41334,10.50393,10.39843,10.4447,10.59214,10.41495,10.30014,10.33513,10.64657,10.52535,10.66367,10.618,10.62369,10.71935,10.71592,10.69909,10.46916,10.59612,10.56451,10.4771,10.56752,10.55428,10.69248,10.62477
SRGN,12.1178,11.94433,11.92067,12.00143,12.1529,11.92158,12.00366,11.85846,12.04279,12.60642,12.12832,12.15589,12.17429,12.02414,12.08449,12.06171,11.94945,12.40351,11.9424,11.73995,12.01442,11.81453,11.93497,11.90883
TSPAN15,10.17531,10.36126,10.14328,10.2459,10.00509,10.19613,10.09614,10.25803,9.947135,9.327654,9.963294,9.99115,9.948038,9.969131,9.998991,9.975956,10.05628,9.493741,9.876675,9.988199,9.738382,9.871051,9.801712,9.878993
ADK,10.00745,9.626359,9.849985,9.893884,9.673354,9.55107,9.815785,9.821663,10.06339,9.619414,10.04633,10.0449,9.946707,10.1845,10.1165,10.11341,9.958503,9.632813,10.11636,9.81139,9.840446,9.842563,10.13828,10.10385
ZMIZ1,10.51388,10.53444,10.51773,10.45635,10.56206,10.55799,10.4492,10.44203,10.40152,10.29443,10.48122,10.4911,10.53864,10.47228,10.50313,10.52393,10.52092,10.44693,10.62268,10.68999,10.46525,10.53831,10.67758,10.69171
PPIF,11.02701,11.47416,11.14873,11.15919,11.62045,11.35916,10.98938,11.16508,11.07125,11.52594,11.14626,11.14191,11.39849,11.25769,11.12823,11.20322,11.02559,11.64543,11.2172,11.20932,11.56793,11.20195,11.22695,11.19737
EIF5AL1,11.04988,11.20063,11.1167,11.0617,11.42043,11.20638,11.15408,11.03254,10.9416,11.32921,11.11777,11.14014,11.24024,11.00427,11.19472,11.13307,10.94944,11.44439,11.0233,10.88914,11.3152,11.03749,11.1063,11.03845
EIF5AL1,11.01509,11.22152,11.12653,11.04349,11.42887,11.22526,11.16878,11.07251,10.98575,11.35219,11.13621,11.13767,11.24199,11.01338,11.19424,11.10985,10.99001,11.45154,11.08045,10.94446,11.33829,11.05644,11.11734,11.04107
TSPAN14,9.828183,9.770517,9.781163,9.702833,9.447527,9.546621,9.798413,9.693216,10.20822,9.346893,10.14885,10.1458,10.04263,10.03367,10.18561,10.22193,10.02288,9.293641,9.919224,9.895537,9.689599,9.829483,9.956426,9.767414
GHITM,9.44673,9.590569,9.556401,9.619349,9.545414,9.659619,9.492549,9.554642,10.14932,10.22559,10.14221,10.10407,10.03013,10.01668,10.01376,10.01434,9.796039,9.788425,9.69512,9.516361,9.871995,9.648955,9.670296,9.710701
PI4K2A,10.23772,10.14898,10.30701,10.18037,10.11392,10.16704,10.27386,10.11689,10.52572,9.744227,10.58937,10.46318,10.42639,10.50497,10.51202,10.5852,10.37108,9.378113,10.32307,10.3024,10.18663,10.40038,10.55123,10.36008
SFXN3,9.999387,9.950297,9.970917,9.918108,9.732841,9.895787,10.15227,9.994217,10.01206,8.943214,9.894763,10.08018,9.877952,9.890944,9.969874,10.0164,9.958882,9.106203,9.959474,9.864813,9.774742,9.99361,10.04448,9.825723
LARP4B,9.965427,9.981086,9.981401,9.836466,9.947987,9.881981,9.90747,9.899881,10.13706,10.17678,10.2027,10.15108,10.21191,10.06872,10.18662,10.20008,9.927681,10.17177,10.07147,9.910667,10.05239,9.958716,10.10376,10.03102
PITRM1,10.00922,9.950267,10.01417,9.928512,9.918872,9.871155,9.94355,9.908318,10.09351,9.933351,9.946245,9.983731,10.00471,9.976617,9.959138,10.00639,9.877074,9.86834,9.894231,9.78351,9.897567,9.916769,9.833035,9.845837
GDI2,11.46685,11.74465,11.55763,11.53402,11.55351,11.63453,11.49679,11.71488,11.88899,11.84627,11.84781,11.86191,11.82318,11.82837,11.93945,11.89189,11.71122,11.64984,11.64275,11.58453,11.69757,11.67368,11.6105,11.66002
SFMBT2,10.50594,10.01586,10.41214,10.33767,9.916938,10.08309,10.33617,10.22533,10.49111,9.865134,10.43613,10.46162,10.19425,10.35596,10.49763,10.43797,10.45765,9.680234,10.38725,10.3782,10.01316,10.37198,10.41109,10.47414
RSU1,11.06186,11.02222,11.08354,11.11411,11.03465,10.97792,11.07665,11.07226,10.99657,10.98638,11.14648,11.13147,11.07842,11.12866,11.11253,11.13581,10.88281,10.85315,10.92212,10.94571,10.93719,10.89352,10.91802,10.96878
KIF5B,11.19911,11.29472,11.24298,11.27018,11.21725,11.25046,11.21194,11.25061,11.36377,11.5039,11.40959,11.46643,11.33845,11.32243,11.4004,11.42198,11.32487,11.35596,11.37351,11.2034,11.36188,11.31845,11.32806,11.37457
NRP1,10.52518,10.27692,10.31809,10.33231,10.36301,10.19845,10.39031,10.26056,10.36601,10.65019,10.37921,10.3042,10.37905,10.16615,10.39357,10.42943,10.38637,10.6124,10.43275,10.308,10.29436,10.34497,10.58392,10.5078
NAMPT,9.67735,9.970415,9.667348,9.95867,10.48011,10.13553,9.789023,9.87949,9.314523,12.02939,9.567766,9.430378,9.92458,9.529098,9.338631,9.349111,9.172885,11.86419,9.461398,9.215609,10.01928,9.348186,9.302997,9.220495
HNRNPF,9.749089,9.897814,9.81901,9.854626,9.945138,9.894172,9.837963,9.791639,10.20702,10.21966,10.06375,10.1057,10.15936,10.10002,10.13133,10.16641,10.03685,10.10777,10.04332,10.04378,10.17931,10.12309,10.0605,9.988889
CCDC6,10.41379,10.25683,10.36654,10.34224,10.2469,10.25482,10.3074,10.31926,10.60088,10.51983,10.59864,10.56255,10.56515,10.59039,10.65851,10.52009,10.43152,10.15659,10.3422,10.34958,10.35033,10.3638,10.36689,10.35974
JMJD1C,10.23844,9.82147,10.1476,10.0729,9.832386,9.708071,10.04756,9.903947,10.19419,10.06914,10.29115,10.26122,10.06084,10.07975,10.14802,10.21838,9.979567,9.86795,10.12221,9.84783,9.769056,9.969501,10.16446,10.119
PSAP,12.19261,12.17927,12.142,12.17363,12.19609,12.21736,12.15531,12.23833,12.17203,12.23737,12.21865,12.26869,12.31019,12.22262,12.24631,12.28008,12.22492,12.2278,12.2275,12.15544,12.28492,12.22145,12.25187,12.28186
ANXA11,11.65771,11.54421,11.70575,11.67984,11.40705,11.5478,11.72949,11.68899,11.9155,11.54534,11.81131,11.81775,11.71236,11.85273,11.94367,11.89257,11.87453,11.53591,11.77296,11.84034,11.64193,11.75435,11.83069,11.80604
EIF5AL1,11.06644,11.20723,11.12152,11.05082,11.4211,11.21998,11.15409,11.0507,10.96701,11.36674,11.11888,11.13728,11.23341,11.04058,11.19397,11.10255,10.98533,11.45954,11.02331,10.89485,11.30739,11.0596,11.10786,11.03522
GLUD1,11.02959,11.15575,11.09205,11.19291,10.93591,11.11846,11.07336,11.1387,11.28826,10.96154,11.30982,11.33222,11.30799,11.33358,11.33692,11.30353,11.32127,11.05054,11.18266,11.17985,11.15069,11.26285,11.07168,11.19437
LIPA,12.42889,12.39983,12.41902,12.43822,12.35815,12.33626,12.43599,12.40751,12.45072,12.38271,12.4806,12.5303,12.54309,12.50572,12.57323,12.53002,12.34233,12.26018,12.40122,12.29239,12.27728,12.24835,12.37383,12.38041
SRP9,11.18625,11.19759,11.20341,11.24783,11.30135,11.24768,11.21172,11.22774,11.29486,11.12658,11.314,11.38389,11.2594,11.25665,11.40874,11.42494,11.29663,11.17241,11.36912,11.01921,11.36171,11.33834,11.34536,11.36615
TM9SF3,10.88342,10.84376,10.87474,10.91628,10.84531,10.78141,10.74083,10.86913,11.09316,11.07866,11.09289,11.10218,11.09425,11.12477,11.12312,11.09332,10.92749,10.98821,10.85526,10.74894,10.9592,10.92355,10.83367,10.92355
LDB1,10.12403,10.40065,10.2367,10.22363,10.22571,10.33729,10.23008,10.42288,10.01767,9.205931,10.1116,10.1707,10.00764,10.12176,10.16004,10.07137,10.15463,9.533388,10.05324,10.25538,10.07441,10.33708,10.1869,10.09046
NT5C2,9.828994,9.681805,9.746835,9.859053,9.791307,9.706782,9.709723,9.571495,10.10983,10.73708,10.0894,10.15684,10.11646,10.12719,10.23241,10.18692,9.931327,10.54908,10.01676,9.8413,9.936874,9.952611,10.0979,10.08841
EIF3A,11.20085,10.99244,11.05033,11.10235,11.26168,11.01562,11.1435,10.99741,11.36092,11.25189,11.27152,11.25796,11.25395,11.31575,11.26375,11.3004,11.13582,11.20198,11.25244,11.01854,11.20551,11.24025,11.19979,11.29959
PRDX3,11.12686,11.13494,11.12361,11.17735,11.12209,11.09929,11.13193,11.07685,11.21153,11.05256,11.12325,11.20716,11.17083,11.22804,11.32619,11.22941,11.03367,11.02636,11.07231,11.00947,11.04043,11.06904,11.11206,11.15756
RPL21,10.84418,10.83479,10.82024,10.87113,10.89768,10.85717,10.90339,10.88993,10.76012,10.84959,10.84395,10.84847,10.87513,10.86141,10.85999,10.82406,10.63164,10.76015,10.75479,10.74619,10.71199,10.61962,10.58982,10.75186
TALDO1,10.9425,11.31055,10.91608,10.97931,10.99882,11.24214,10.90772,11.14805,10.9699,11.07156,11.1463,11.15762,11.22178,11.11494,11.12849,11.12082,11.05618,11.18299,11.02246,11.16931,11.09366,11.18884,11.00816,11.10723
RPLP2,12.79046,12.80802,12.73956,12.81183,12.80658,12.83161,12.81112,12.73761,12.58854,12.72288,12.75866,12.81015,12.76165,12.83461,12.69456,12.78261,12.67195,12.67508,12.66649,12.76965,12.74292,12.74729,12.62694,12.81904
CD81,12.79153,12.85547,12.81688,12.81167,12.81763,12.80777,12.80146,12.83727,12.68968,12.65029,12.79381,12.81901,12.82281,12.81981,12.78454,12.80819,12.85856,12.6884,12.83143,12.84473,12.80347,12.82741,12.77384,12.8205
RRM1,10.15197,10.00871,10.09321,10.04408,10.0356,9.999481,10.06176,10.06414,9.84242,9.446828,9.756194,9.831729,9.739772,9.864036,9.851964,10.04358,10.05041,9.951159,10.02445,10.06429,10.06282,10.08654,10.1296,10.12945
ILK,10.72654,10.64703,10.60835,10.5855,10.75348,10.69537,10.70124,10.61301,10.37875,10.07678,10.33679,10.30101,10.45264,10.2628,10.34518,10.31709,10.39133,10.21296,10.49872,10.3163,10.5342,10.51636,10.48808,10.27416
SNORA3,12.15252,12.11344,12.10977,12.0199,12.04839,12.18132,12.33194,11.98854,12.18216,12.23388,11.96484,12.10375,12.19166,11.81871,12.03523,12.06555,11.47878,11.56282,12.03015,11.54886,11.45033,11.44684,11.11514,11.71657
IPO7,10.93508,10.85923,10.89894,11.10228,11.14658,10.96521,11.00964,10.90908,10.86342,10.94564,10.98136,11.12415,11.02982,11.14842,11.06717,11.00127,10.89451,10.97688,11.10191,10.79924,11.1323,10.88418,11.05626,11.14921
SNORA23,10.81333,10.97406,10.62976,10.68602,10.79235,10.94964,10.9545,10.91219,10.80345,10.55018,10.68197,10.7853,11.02375,10.55309,10.83785,10.95731,10.49425,10.42316,10.93602,10.4263,10.3917,10.34164,10.36303,10.70305
SWAP70,10.5491,10.49944,10.51311,10.57929,10.6658,10.54495,10.54523,10.50944,10.24062,9.864212,10.31298,10.29993,10.26335,10.29405,10.196,10.21551,10.25007,10.21881,10.33974,10.2596,10.44021,10.34834,10.29177,10.3693
AMPD3,9.356942,10.44393,9.618382,9.677542,10.72094,10.48047,9.548637,9.792772,8.995835,10.72117,9.64749,9.204977,10.3924,9.982601,9.292347,9.429555,8.904256,10.89494,9.827467,9.527281,10.64788,9.973879,9.534091,9.587152
LDHA,11.99642,12.04584,12.031,11.97386,12.06147,12.05796,12.05236,12.08277,11.90942,11.86329,11.90881,11.95353,11.86767,11.90643,11.91431,11.89595,11.94635,12.00782,11.94845,11.77602,12.0542,11.91836,11.95226,11.94866
RPS25,11.18749,11.06099,11.11299,11.17863,11.21633,11.12572,11.25815,11.10728,11.07335,11.06219,11.15243,11.19189,11.19443,11.08607,11.11752,11.19873,10.95558,11.0044,11.13892,11.12079,11.10024,11.05261,10.96297,11.2305
RCN1,9.056011,9.357353,9.135431,9.131214,9.816969,9.2812,9.10017,9.03226,9.56325,10.47706,9.766626,9.609557,10.07802,9.810346,9.690252,9.643952,9.289688,10.20734,9.43208,9.368843,10.00771,9.402152,9.370574,9.524185
EIF3M,11.15634,11.16131,11.11186,11.10469,11.46829,11.26093,11.15662,11.12327,11.34259,11.51525,11.40561,11.39576,11.53553,11.56174,11.36756,11.41431,11.28673,11.46369,11.2161,11.19647,11.54429,11.26711,11.18995,11.28891
HIPK3,10.23495,10.02236,10.14147,10.16837,10.02043,10.05603,10.10046,10.1083,10.30764,10.46574,10.35395,10.29774,10.29834,10.29441,10.2541,10.25454,10.15398,10.10296,10.15873,9.981208,10.06928,10.09932,10.11924,10.17025
CAPRIN1,11.90718,11.81786,11.85483,11.89736,11.87042,11.84776,11.85386,11.90163,11.92463,11.74413,11.96255,12.0152,11.96237,11.9812,11.99236,11.99481,11.87683,11.84178,11.885,11.77739,11.88466,11.85516,11.82438,11.9403
CAT,10.51278,10.17762,10.41746,10.49976,10.12126,10.27567,10.46593,10.42248,10.55981,9.754019,10.444,10.58489,10.33765,10.49374,10.49796,10.49497,10.55321,9.795574,10.40699,10.40138,10.16529,10.36221,10.40178,10.32239
API5,10.16717,10.31467,10.19994,10.30037,10.49148,10.16674,10.3755,10.06093,10.23287,10.01854,10.41688,10.22757,10.34608,10.32942,10.34562,10.43647,10.2191,10.23053,10.51328,10.13669,10.3841,10.27676,10.3779,10.29358
CD82,9.83819,10.40766,9.910844,9.936022,10.64477,10.3474,9.839875,9.863176,10.24562,11.16478,10.33177,10.22124,10.65859,10.45351,10.29736,10.39343,10.05205,11.15061,10.29061,10.16709,10.80304,10.33168,10.17918,10.12629
MADD,10.03692,10.00039,9.985199,9.978912,10.00365,10.06417,9.98572,10.08496,9.912008,9.768318,9.864952,9.833637,9.80723,9.790832,9.726631,9.861038,9.909441,9.944031,9.904744,9.919865,9.901005,9.97414,9.911497,9.910088
PTPRJ,11.03253,11.21983,11.13806,11.12398,11.42448,11.13074,11.12649,10.94114,11.10774,11.43524,11.27432,11.20424,11.4864,11.24628,11.19012,11.22397,11.14821,11.50368,11.31397,11.16617,11.54648,11.24426,11.28959,11.04085
ZDHHC5,10.03567,10.09122,10.05476,10.03593,10.11439,10.06066,10.05486,9.993583,10.01879,10.10401,10.07826,10.09903,10.16985,10.08132,10.18349,10.19222,10.08471,10.0969,10.06687,10.04439,10.12583,10.13072,10.19518,10.25357
TMX2,10.08174,10.37713,10.14031,9.798784,10.23269,10.29029,10.17065,10.18163,10.10397,10.15037,10.13425,10.23332,10.16728,10.23027,10.22787,10.25174,10.08748,10.2115,10.27622,10.32456,10.28697,10.19833,10.10622,10.09393
MS4A7,10.28321,10.50293,10.32175,10.2928,10.7832,10.62106,10.33346,10.35151,10.12706,10.8344,10.32909,10.17366,10.39519,10.26137,10.01751,10.01973,9.623594,10.59964,9.819265,9.587212,10.02645,9.914774,9.686179,9.660872
TMEM109,11.24372,11.27122,11.33743,11.28703,11.31106,11.27542,11.29641,11.37783,11.11948,10.87889,11.16279,11.19855,11.17519,11.18196,11.13739,11.25296,11.10992,10.94633,11.18408,11.07359,11.18798,11.17197,11.20092,11.05288
TMEM138,10.70883,11.40141,10.8386,10.95948,11.26159,11.14536,10.74928,10.8978,10.43317,10.99642,10.66576,10.59458,11.0307,10.80087,10.59521,10.76138,10.54486,11.27528,10.98962,10.91496,11.19101,10.95971,11.06206,10.95895
FADS2,9.818144,9.967086,9.837953,9.816755,9.723069,9.794836,9.883403,9.854012,9.692162,9.155734,9.643713,9.742198,9.772028,9.63303,9.746519,9.722158,9.957186,9.674274,9.830456,10.12927,10.09294,10.06834,10.10825,9.914118
OTUB1,11.11196,11.28301,11.14154,11.20092,11.16454,11.23872,11.1081,11.28234,11.19561,11.05043,11.17954,11.19922,11.21646,11.16793,11.23852,11.22538,11.18828,11.02159,11.1683,11.26789,11.18498,11.22402,11.18129,11.08065
STIP1,10.8899,11.008,10.85493,10.94455,10.92641,11.01155,10.90636,11.00131,11.12506,10.94046,11.2105,11.27535,11.26876,11.16667,11.24481,11.2877,11.16272,11.05568,11.16919,11.19554,11.24214,11.26066,11.2103,11.27352
FERMT3,11.2041,11.54589,11.31763,11.23983,11.48207,11.5003,11.35621,11.37996,11.3981,11.13155,11.57842,11.49977,11.67407,11.52966,11.55125,11.51858,11.35726,11.26132,11.48273,11.52898,11.68538,11.58871,11.4339,11.34718
ARL2,10.37235,10.62352,10.39516,10.37543,10.41387,10.48812,10.41571,10.4374,10.21527,10.09499,10.2039,10.30374,10.31225,10.23076,10.28879,10.27205,10.24005,10.1312,10.17416,10.31084,10.2298,10.35716,10.2673,10.15084
DPF2,10.76289,10.73753,10.73675,10.72652,10.69397,10.77488,10.72237,10.77813,10.60085,10.29648,10.6257,10.65224,10.57507,10.63289,10.6737,10.67105,10.6119,10.29295,10.62442,10.65455,10.55235,10.6041,10.55713,10.57357
RAB1B,11.68057,11.82642,11.71786,11.65395,11.70591,11.67758,11.63994,11.71024,11.67427,11.49608,11.60646,11.67875,11.69317,11.66877,11.67132,11.62019,11.76979,11.47846,11.66516,11.86372,11.74643,11.63097,11.63049,11.66832
RBM14,9.864101,10.31325,9.996421,9.92205,9.916628,10.14265,9.956585,10.08196,9.870183,9.444829,9.827084,9.771713,9.782654,9.716491,9.891062,9.887165,10.03632,9.696335,9.849919,10.20267,9.874217,10.08743,10.02732,9.989103
RBM4,9.850955,10.00671,10.00308,9.818852,9.953754,9.890602,9.930165,9.808682,9.95852,10.05915,9.929728,9.865201,9.96279,9.83143,9.929512,9.964727,10.07515,9.997671,10.15926,10.18506,10.003,10.08764,10.11271,10.01534
GSTP1,11.76672,11.96418,11.82779,11.77719,11.89127,11.91889,11.90818,11.9147,11.71722,11.6194,11.76944,11.83692,11.83373,11.76587,11.82578,11.78575,11.70612,11.49811,11.65197,11.78968,11.66104,11.74357,11.68587,11.57421
TCIRG1,11.22228,11.35056,11.34102,11.31757,11.26048,11.39566,11.31266,11.41705,11.03447,10.8416,11.09935,11.11448,11.04864,10.98059,11.081,11.05519,11.20994,10.96204,11.21622,11.32736,11.24891,11.37081,11.37138,11.19444
INPPL1,10.05352,10.1214,10.16352,10.1374,10.01473,10.23464,10.21605,10.24071,10.04349,9.63724,10.07218,10.14028,10.05436,10.10657,10.0835,10.07818,10.20605,9.722793,10.1529,10.29567,9.948371,10.2364,10.0779,10.1151
SLCO2B1,10.78735,10.58503,10.80486,10.8033,9.874105,10.54687,10.86134,10.91748,10.23777,8.897834,10.17236,10.33402,9.776661,10.04215,10.35558,10.35955,10.58247,9.107137,10.28622,10.47563,9.794266,10.42345,10.55872,10.30752
